Date;Open;High;Low;Close;Volume;Adj Close
02/05/1983;164,410004;166,990005;160,289993;162,389999;96525700;162,389999
01/06/1983;162,380005;171,600006;160,800003;167,639999;93189500;167,639999
01/07/1983;168,110001;170,720001;161,5;162,559998;84270500;162,559998
01/08/1983;162,339996;165,910004;158,5;164,399994;77705600;164,399994
01/09/1983;164,399994;170,410004;163,949997;166,070007;86222300;166,070007
03/10/1983;165,990005;172,649994;162,860001;163,550003;89241900;163,550003
01/11/1983;163,550003;168,070007;161,630005;166,399994;92130400;166,399994
01/12/1983;166,369995;166,770004;161,580002;164,929993;91461900;164,929993
03/01/1984;164,929993;169,539993;162,029999;163,410004;110912800;163,410004
01/02/1984;163,410004;164;152,130005;157,059998;101281000;157,059998
01/03/1984;157,059998;160,460007;153,770004;159,179993;87568600;159,179993
02/04/1984;159,179993;160,690002;154,119995;160,050003;89513500;160,050003
01/05/1984;160,050003;162,110001;148,679993;150,550003;91883600;150,550003
01/06/1984;150,550003;155,639999;148,529999;153,179993;90649500;153,179993
02/07/1984;153,160004;153,869995;147,259995;150,660004;83290900;150,660004
01/08/1984;150,660004;168,800003;150,660004;166,679993;112364300;166,679993
04/09/1984;166,679993;169,649994;163,059998;166,100006;97242600;166,100006
01/10/1984;166,100006;169,619995;160,020004;166,089996;95744300;166,089996
01/11/1984;166,089996;170,410004;162,990005;163,580002;87374200;163,580002
03/12/1984;163,580002;169,029999;161,539993;167,240005;93063000;167,240005
02/01/1985;167,199997;180,270004;163,360001;179,630005;127555000;179,630005
01/02/1985;179,630005;183,949997;177,75;181,179993;120806300;181,179993
01/03/1985;181,179993;183,889999;176,529999;180,660004;107356600;180,660004
01/04/1985;180,660004;183,610001;177,860001;179,830002;99699000;179,830002
01/05/1985;179,830002;189,979996;178,350006;189,550003;112929000;189,550003
03/06/1985;189,550003;191,850006;185,029999;191,850006;111110000;191,850006
01/07/1985;191,850006;196,070007;189,300003;190,919998;117603100;190,919998
01/08/1985;190,919998;192,169998;186,100006;188,630005;91128100;188,630005
03/09/1985;188,630005;188,800003;179,449997;182,080002;103355700;182,080002
01/10/1985;182,059998;190,149994;181,160004;189,820007;115858200;189,820007
01/11/1985;189,820007;203,399994;189,369995;202,169998;126471500;202,169998
02/12/1985;202,169998;213,080002;200,100006;211,279999;138908500;211,279999
02/01/1986;211,279999;214,570007;202,600006;211,779999;137386800;211,779999
03/02/1986;211,779999;227,919998;210,820007;226,919998;162673600;226,919998
03/03/1986;226,919998;240,110001;222,179993;238,899994;167450000;238,899994
01/04/1986;238,899994;245,470001;226,300003;235,520004;153995400;235,520004
01/05/1986;235,520004;249,190002;232,259995;247,350006;134830400;247,350006
02/06/1986;246,039993;251,809998;238,229996;250,839996;132604700;250,839996
01/07/1986;250,669998;253,199997;233,070007;236,119995;142845400;236,119995
01/08/1986;236,119995;254,240005;231,919998;252,929993;134628500;252,929993
02/09/1986;252,929993;254,130005;228,080002;231,320007;156723800;231,320007
01/10/1986;231,320007;244,509995;231,320007;243,979996;137562600;243,979996
03/11/1986;243,970001;249,220001;235,509995;249,220001;159703100;249,220001
01/12/1986;249,220001;254,869995;241,279999;242,169998;154548600;242,169998
02/01/1987;242,169998;280,959991;242,169998;274,079987;200203800;274,079987
02/02/1987;274,079987;287,549988;273,160004;284,200012;190952600;284,200012
02/03/1987;284,170013;302,720001;282,299988;291,700012;188040900;291,700012
01/04/1987;291,589996;303,649994;275,670013;288,359985;195942800;288,359985
01/05/1987;286,98999;298,690002;277,01001;290,100006;178560000;290,100006
01/06/1987;290,119995;310,269989;286,929993;304;170931800;304
01/07/1987;303,98999;318,850006;302,529999;318,660004;188559000;318,660004
03/08/1987;318,619995;337,890015;314,51001;329,799988;201342800;329,799988
01/09/1987;329,809998;332,179993;308,559998;321,829987;186014200;321,829987
01/10/1987;321,829987;328,940002;216,460007;251,789993;290813600;251,789993
02/11/1987;251,729996;257,209991;225,75;230,300003;192922000;230,300003
01/12/1987;230,320007;253,350006;221,240005;247,080002;186222200;247,080002
04/01/1988;247,100006;261,779999;240,169998;257,070007;185329000;257,070007
01/02/1988;257,049988;267,820007;247,820007;267,820007;196464500;267,820007
01/03/1988;267,820007;272,640015;256,070007;258,890015;182297300;258,890015
04/04/1988;258,890015;272,049988;254,710007;261,329987;169819000;261,329987
02/05/1988;261,359985;263,700012;248,850006;262,160004;165665700;262,160004
01/06/1988;262,160004;276,880005;262,100006;273,5;206096300;273,5
01/07/1988;273,5;276,359985;262,480011;272,019989;176540500;272,019989
01/08/1988;272,029999;274,200012;256,529999;261,519989;150345600;261,519989
01/09/1988;261,519989;274,869995;256,980011;271,910004;154057100;271,910004
03/10/1988;271,890015;283,950012;268,839996;278,970001;169458000;278,970001
01/11/1988;278,970001;280,369995;262,850006;273,700012;141934700;273,700012
01/12/1988;273,679993;280,450012;270,470001;277,720001;141529000;277,720001
03/01/1989;277,720001;297,51001;273,809998;297,470001;177441400;297,470001
01/02/1989;297,470001;300,570007;286,26001;288,859985;177037300;288,859985
01/03/1989;288,859985;299,98999;286,459991;294,869995;167067700;294,869995
03/04/1989;294,869995;310,450012;294,350006;309,640015;169782000;309,640015
01/05/1989;309,640015;323,059998;304,059998;320,519989;177720400;320,519989
01/06/1989;320,51001;329,190002;314,380005;317,980011;188049000;317,980011
03/07/1989;317,980011;346,079987;317,26001;346,079987;170784000;346,079987
01/08/1989;346,079987;352,730011;339;351,450012;177996500;351,450012
01/09/1989;351,450012;354,130005;341,369995;349,149994;159516000;349,149994
02/10/1989;349,149994;360,440002;327,119995;340,359985;190398600;340,359985
01/11/1989;340,359985;346,5;330,910004;345,98999;151683800;345,98999
01/12/1989;346,01001;354,100006;339,630005;353,399994;167968000;353,399994
02/01/1990;353,399994;360,589996;319,829987;329,079987;181041300;329,079987
01/02/1990;329,079987;336,089996;322,100006;331,890015;165598400;331,890015
01/03/1990;331,890015;344,48999;331,079987;339,940002;155573600;339,940002
02/04/1990;339,940002;347,299988;327,76001;330,799988;146198500;330,799988
01/05/1990;330,799988;362,26001;330,799988;361,230011;171016800;361,230011
01/06/1990;361,26001;368,779999;351,230011;358,019989;160561400;358,019989
02/07/1990;358,019989;369,779999;350,089996;356,149994;168996100;356,149994
01/08/1990;356,149994;357,350006;306,179993;322,559998;179009100;322,559998
04/09/1990;322,559998;326,529999;295,980011;306,049988;152015200;306,049988
01/10/1990;306,100006;319,690002;294,51001;304;166433000;304
01/11/1990;303,98999;323,019989;301,609985;322,220001;159148500;322,220001
03/12/1990;322,230011;333,980011;321,970001;330,220001;161548000;330,220001
02/01/1991;330,200012;343,929993;309,350006;343,929993;175670900;343,929993
01/02/1991;343,910004;370,959991;340,369995;367,070007;238220000;367,070007
01/03/1991;367,070007;379,660004;363,730011;375,220001;203933500;375,220001
01/04/1991;375,220001;391,26001;370,269989;375,339996;191974000;375,339996
01/05/1991;375,350006;389,850006;365,829987;389,829987;180533600;389,829987
03/06/1991;389,809998;389,809998;367,980011;371,160004;171125000;371,160004
01/07/1991;371,179993;387,809998;370,920013;387,809998;165836300;387,809998
01/08/1991;387,809998;396,820007;374,089996;395,429993;175330000;395,429993
03/09/1991;395,429993;397,619995;382,769989;387,859985;170388500;387,859985
01/10/1991;387,859985;393,809998;376,109985;392,450012;185306900;392,450012
01/11/1991;392,459991;398,220001;371,630005;375,220001;190722500;375,220001
02/12/1991;375,109985;418,320007;371,359985;417,089996;209637600;417,089996
02/01/1992;417,029999;421,179993;408,640015;408,779999;249268100;408,779999
03/02/1992;408,790009;418,079987;406,339996;412,700012;235259400;412,700012
02/03/1992;412,679993;413,779999;401,940002;403,690002;193118100;403,690002
01/04/1992;403,670013;416,279999;392,410004;414,950012;216163300;414,950012
01/05/1992;414,950012;418,75;409,850006;415,350006;192399500;415,350006
01/06/1992;415,350006;417,299988;399,920013;408,140015;202516300;408,140015
01/07/1992;408,200012;424,799988;407,200012;424,209991;201733600;424,209991
03/08/1992;424,190002;425,140015;408,299988;414,029999;181680900;414,029999
01/09/1992;414,029999;425,269989;412,709991;417,799988;200396100;417,799988
01/10/1992;417,799988;421,160004;396,799988;418,679993;214042700;418,679993
02/11/1992;418,660004;431,929993;415,579987;431,350006;218946000;431,350006
01/12/1992;431,350006;442,649994;428,609985;435,709991;229184500;435,709991
04/01/1993;435,700012;442,660004;426,880005;438,779999;276402500;438,779999
01/02/1993;438,779999;450,040009;428,25;443,380005;298768900;443,380005
01/03/1993;443,380005;456,76001;441,070007;451,670013;262875600;451,670013
01/04/1993;451,670013;452,630005;432,299988;440,190002;290506100;440,190002
03/05/1993;440,190002;454,549988;436,859985;450,190002;265823000;450,190002
01/06/1993;450,230011;455,630005;442,5;450,529999;264796300;450,529999
01/07/1993;450,540009;451,149994;441,399994;448,130005;264902300;448,130005
02/08/1993;448,130005;463,559998;446,940002;463,559998;261774000;463,559998
01/09/1993;463,549988;463,799988;449,640015;458,929993;277795200;458,929993
01/10/1993;458,929993;471,100006;456,399994;467,829987;295763300;467,829987
01/11/1993;467,829987;469,109985;454,359985;461,790009;293489000;461,790009
01/12/1993;461,929993;471,290009;461,450012;466,450012;270900000;466,450012
03/01/1994;466,51001;482,850006;464,359985;481,609985;330964700;481,609985
01/02/1994;481,600006;482,230011;464,26001;467,140015;322199400;467,140015
01/03/1994;467,190002;471,089996;436,160004;445,769989;331677800;445,769989
04/04/1994;445,660004;452,790009;435,859985;450,910004;317314700;450,910004
02/05/1994;450,910004;457,769989;440,779999;456,5;280603300;456,5
01/06/1994;456,5;463,230011;439,829987;444,269989;279367200;444,269989
01/07/1994;444,269989;459,329987;443,579987;458,26001;262483000;458,26001
01/08/1994;458,279999;477,589996;456,079987;475,48999;293626000;475,48999
01/09/1994;475,48999;475,48999;458,470001;462,709991;306893800;462,709991
03/10/1994;462,690002;474,73999;449,269989;472,350006;316548500;472,350006
01/11/1994;472,26001;472,26001;444,179993;453,690002;311899500;453,690002
01/12/1994;453,549988;462,730011;442,880005;459,269989;314656600;459,269989
03/01/1995;459,209991;471,359985;457,200012;470,420013;345888000;470,420013
01/02/1995;470,420013;489,190002;469,290009;487,390015;349858900;487,390015
01/03/1995;487,390015;508,149994;479,700012;500,709991;354150400;500,709991
03/04/1995;500,700012;515,289978;500,200012;514,710022;348814200;514,710022
01/05/1995;514,76001;533,409973;513,030029;533,400024;359721300;533,400024
01/06/1995;533,400024;551,070007;526;544,75;357604500;544,75
03/07/1995;544,75;565,400024;542,51001;562,059998;379995500;562,059998
01/08/1995;562,059998;565,619995;553,039978;561,880005;323806000;561,880005
01/09/1995;561,880005;587,609985;561,01001;584,409973;369404000;584,409973
02/10/1995;584,409973;590,659973;571,549988;581,5;382759500;581,5
01/11/1995;581,5;608,690002;581,039978;605,369995;382961900;605,369995
01/12/1995;605,369995;622,880005;605,049988;615,929993;400939500;615,929993
02/01/1996;615,929993;636,179993;597,289978;636,02002;439102700;636,02002
01/02/1996;636,02002;664,22998;633,710022;640,429993;460156500;640,429993
01/03/1996;640,429993;656,969971;627,630005;645,5;447510000;645,5
01/04/1996;645,5;656,679993;624,140015;654,169983;441379500;654,169983
01/05/1996;654,169983;681,099976;630,070007;669,119995;421495000;669,119995
03/06/1996;669,119995;680,320007;658,75;670,630005;420065000;670,630005
01/07/1996;670,630005;675,880005;605,880005;639,950012;420610000;639,950012
01/08/1996;639,950012;670,679993;639,48999;651,98999;347213600;651,98999
03/09/1996;651,98999;690,880005;643,969971;687,330017;422632000;687,330017
01/10/1996;687,309998;714,099976;684,440002;705,27002;442891700;705,27002
01/11/1996;705,27002;762,119995;701,299988;757,02002;438942000;757,02002
02/12/1996;757,02002;761,75;716,690002;740,73999;451853800;740,73999
02/01/1997;740,73999;794,669983;729,549988;786,159973;555199000;786,159973
03/02/1997;786,159973;817,679993;773,429993;790,820007;538116300;790,820007
03/03/1997;790,820007;814,900024;756,130005;757,119995;533832000;757,119995
01/04/1997;757,119995;804,130005;733,539978;801,340027;500497700;801,340027
01/05/1997;801,340027;851,869995;793,210022;848,280029;506850000;848,280029
02/06/1997;848,280029;902,090027;838,820007;885,140015;543785200;885,140015
01/07/1997;885,140015;957,72998;884,539978;954,309998;568452200;954,309998
01/08/1997;954,289978;964,169983;893,340027;899,469971;524762300;899,469971
02/09/1997;899,469971;960,590027;899,469971;947,280029;570023800;947,280029
01/10/1997;947,280029;983,119995;855,27002;914,619995;637188200;914,619995
03/11/1997;914,619995;964,549988;900,609985;955,400024;545404700;955,400024
01/12/1997;955,400024;986,25;924,919983;970,429993;564825400;970,429993
02/01/1998;970,429993;992,650024;912,830017;980,280029;667360500;980,280029
02/02/1998;980,280029;1051,660034;980,280029;1049,339966;643738400;1049,339966
02/03/1998;1049,339966;1113,069946;1030,869995;1101,75;654296300;1101,75
01/04/1998;1101,75;1132,97998;1076,699951;1111,75;683412300;1111,75
01/05/1998;1111,75;1130,52002;1074,390015;1090,819946;601696000;1090,819946
01/06/1998;1090,819946;1145,150024;1074,670044;1133,839966;650416800;1133,839966
01/07/1998;1133,839966;1190,579956;1114,300049;1120,670044;674577700;1120,670044
03/08/1998;1120,670044;1121,790039;957,280029;957,280029;761383300;957,280029
01/09/1998;957,280029;1066,109985;939,97998;1017,01001;834008500;1017,01001
01/10/1998;1017,01001;1103,780029;923,320007;1098,670044;853938600;1098,670044
02/11/1998;1098,670044;1192,969971;1098,670044;1163,630005;706959000;1163,630005
01/12/1998;1163,630005;1244,930054;1136,890015;1229,22998;722756800;1229,22998
04/01/1999;1229,22998;1280,369995;1205,459961;1279,640015;901605200;1279,640015
01/02/1999;1279,640015;1283,839966;1211,890015;1238,329956;807392600;1238,329956
01/03/1999;1238,329956;1323,819946;1216,030029;1286,369995;822904300;1286,369995
01/04/1999;1286,369995;1371,560059;1282,560059;1335,180054;926652300;1335,180054
03/05/1999;1335,180054;1375,97998;1277,310059;1301,839966;826511000;1301,839966
01/06/1999;1301,839966;1372,930054;1277,469971;1372,709961;781644000;1372,709961
01/07/1999;1372,709961;1420,329956;1328,48999;1328,719971;765225200;1328,719971
02/08/1999;1328,719971;1382,839966;1267,72998;1320,410034;758193100;1320,410034
01/09/1999;1320,410034;1361,390015;1256,26001;1282,709961;831252300;1282,709961
01/10/1999;1282,709961;1373,170044;1233,699951;1362,930054;950119000;1362,930054
01/11/1999;1362,930054;1425,310059;1346,410034;1388,910034;920777100;1388,910034
01/12/1999;1388,910034;1473,099976;1387,380005;1469,25;909760900;1469,25
03/01/2000;1469,25;1478;1350,140015;1394,459961;1124410000;1394,459961
01/02/2000;1394,459961;1444,550049;1325,069946;1366,420044;1105815000;1366,420044
01/03/2000;1366,420044;1552,869995;1346,619995;1498,579956;1190591300;1498,579956
03/04/2000;1498,579956;1527,189941;1339,400024;1452,430054;1110055700;1452,430054
01/05/2000;1452,430054;1481,51001;1361,089966;1420,599976;948127200;1420,599976
01/06/2000;1420,599976;1488,930054;1420,599976;1454,599976;1054454500;1454,599976
03/07/2000;1454,599976;1517,319946;1413,890015;1430,829956;1002085000;1430,829956
01/08/2000;1430,829956;1525,209961;1425,430054;1517,680054;931317300;1517,680054
01/09/2000;1517,680054;1530,089966;1419,439941;1436,51001;1101770000;1436,51001
02/10/2000;1436,52002;1454,819946;1305,790039;1429,400024;1241718100;1429,400024
01/11/2000;1429,400024;1438,459961;1294,900024;1314,949951;1034230000;1314,949951
01/12/2000;1314,949951;1389,050049;1254,069946;1320,280029;1232315000;1320,280029
02/01/2001;1320,280029;1383,369995;1274,619995;1366,01001;1386909500;1366,01001
01/02/2001;1366,01001;1376,380005;1215,439941;1239,939941;1203668400;1239,939941
01/03/2001;1239,939941;1267,420044;1081,189941;1160,329956;1322155000;1160,329956
02/04/2001;1160,329956;1269,300049;1091,98999;1249,459961;1333839500;1249,459961
01/05/2001;1249,459961;1315,930054;1232;1255,819946;1170568100;1255,819946
01/06/2001;1255,819946;1286,619995;1203,030029;1224,380005;1265732800;1224,380005
02/07/2001;1224,420044;1239,780029;1165,540039;1211,22998;1186805200;1211,22998
01/08/2001;1211,22998;1226,27002;1124,869995;1133,579956;1055621700;1133,579956
04/09/2001;1133,579956;1155,400024;944,75;1040,939941;1777119300;1040,939941
01/10/2001;1040,939941;1110,609985;1026,76001;1059,780029;1361033900;1059,780029
01/11/2001;1059,780029;1163,380005;1054,310059;1139,449951;1317790400;1139,449951
03/12/2001;1139,449951;1173,619995;1114,530029;1148,079956;1303608500;1148,079956
02/01/2002;1148,079956;1176,969971;1081,660034;1130,199951;1490628500;1130,199951
01/02/2002;1130,199951;1130,199951;1074,359985;1106,72998;1444200000;1106,72998
01/03/2002;1106,72998;1173,939941;1106,72998;1147,390015;1385540000;1147,390015
01/04/2002;1147,390015;1147,839966;1063,459961;1076,920044;1372613600;1076,920044
01/05/2002;1076,920044;1106,589966;1048,959961;1067,140015;1281036300;1067,140015
03/06/2002;1067,140015;1070,73999;952,919983;989,820007;1604925500;989,820007
01/07/2002;989,820007;994,460022;775,679993;911,619995;2012640000;911,619995
01/08/2002;911,619995;965;833,440002;916,070007;1374013600;916,070007
03/09/2002;916,070007;924,02002;800,200012;815,280029;1472279000;815,280029
01/10/2002;815,280029;907,440002;768,630005;885,76001;1717287300;885,76001
01/11/2002;885,76001;941,820007;872,049988;936,309998;1492221000;936,309998
02/12/2002;936,309998;954,280029;869,450012;879,820007;1289625700;879,820007
02/01/2003;879,820007;935,049988;840,340027;855,700012;1539433800;855,700012
03/02/2003;855,700012;864,640015;806,289978;841,150024;1400452600;841,150024
03/03/2003;841,150024;895,900024;788,900024;848,179993;1503596600;848,179993
01/04/2003;848,179993;924,23999;847,849976;916,919983;1498005700;916,919983
01/05/2003;916,919983;965,380005;902,830017;963,590027;1554328500;963,590027
02/06/2003;963,590027;1015,330017;963,590027;974,5;1562219000;974,5
01/07/2003;974,5;1015,409973;962,099976;990,309998;1507327200;990,309998
01/08/2003;990,309998;1011,01001;960,840027;1008,01001;1229836600;1008,01001
02/09/2003;1008,01001;1040,290039;990,359985;995,969971;1501457600;995,969971
01/10/2003;995,969971;1053,790039;995,969971;1050,709961;1469452100;1050,709961
03/11/2003;1050,709961;1063,650024;1031,199951;1058,199951;1313181000;1058,199951
01/12/2003;1058,199951;1112,560059;1053,410034;1111,920044;1312119500;1111,920044
02/01/2004;1111,920044;1155,380005;1105,079956;1131,130005;1722750000;1131,130005
02/02/2004;1131,130005;1158,97998;1124,439941;1144,939941;1554000000;1144,939941
01/03/2004;1144,939941;1163,22998;1087,160034;1126,209961;1528634700;1126,209961
01/04/2004;1126,209961;1150,569946;1107,22998;1107,300049;1583171400;1107,300049
03/05/2004;1107,300049;1127,73999;1076,319946;1120,680054;1524950000;1120,680054
01/06/2004;1120,680054;1146,339966;1113,319946;1140,839966;1381109500;1140,839966
01/07/2004;1140,839966;1140,839966;1078,780029;1101,719971;1456371400;1101,719971
02/08/2004;1101,719971;1109,680054;1060,719971;1104,23999;1260227200;1104,23999
01/09/2004;1104,23999;1131,540039;1099,180054;1114,579956;1360850900;1114,579956
01/10/2004;1114,579956;1142,050049;1090,290039;1130,199951;1571990400;1130,199951
01/11/2004;1130,199951;1188,459961;1127,599976;1173,819946;1524465700;1173,819946
01/12/2004;1173,780029;1217,329956;1173,780029;1211,920044;1449518100;1211,920044
03/01/2005;1211,920044;1217,800049;1163,75;1181,27002;1658930000;1181,27002
01/02/2005;1181,27002;1212,439941;1180,949951;1203,599976;1636467800;1203,599976
01/03/2005;1203,599976;1229,109985;1163,689941;1180,589966;1874017200;1180,589966
01/04/2005;1180,589966;1191,880005;1136,150024;1156,849976;2180315700;1156,849976
02/05/2005;1156,849976;1199,560059;1146,180054;1191,5;1960127100;1191,5
01/06/2005;1191,5;1219,589966;1188,300049;1191,329956;1929251300;1191,329956
01/07/2005;1191,329956;1245,150024;1183,550049;1234,180054;1962713500;1234,180054
01/08/2005;1234,180054;1245,859985;1201,069946;1220,329956;1930243400;1220,329956
01/09/2005;1220,329956;1243,130005;1205,349976;1228,810059;2232144200;1228,810059
03/10/2005;1228,810059;1233,339966;1168,199951;1207,01001;2493393300;1207,01001
01/11/2005;1207,01001;1270,640015;1201,069946;1249,47998;2260836100;1249,47998
01/12/2005;1249,47998;1275,800049;1246,589966;1248,290039;2057125200;1248,290039
03/01/2006;1248,290039;1294,900024;1245,73999;1280,079956;2595998000;1280,079956
01/02/2006;1280,079956;1297,569946;1253,609985;1280,660034;2380568400;1280,660034
01/03/2006;1280,660034;1310,880005;1268,420044;1294,869995;2310510800;1294,869995
03/04/2006;1302,880005;1318,160034;1280,73999;1310,609985;2406755200;1310,609985
01/05/2006;1310,609985;1326,699951;1245,339966;1270,089966;2591135900;1270,089966
01/06/2006;1270,050049;1290,680054;1219,290039;1270,199951;2632855400;1270,199951
03/07/2006;1270,060059;1280,420044;1224,540039;1276,660034;2440476000;1276,660034
01/08/2006;1278,530029;1306,73999;1261,300049;1303,819946;2280876500;1303,819946
01/09/2006;1303,800049;1340,280029;1290,930054;1335,849976;2563743500;1335,849976
02/10/2006;1335,819946;1389,449951;1327,099976;1377,939941;2708938600;1377,939941
01/11/2006;1377,76001;1407,890015;1360,97998;1400,630005;2826198000;1400,630005
01/12/2006;1400,630005;1431,810059;1385,930054;1418,300049;2462849000;1418,300049
03/01/2007;1418,030029;1441,609985;1403,969971;1438,23999;2983144500;1438,23999
01/02/2007;1437,900024;1461,569946;1389,420044;1406,819946;2935275700;1406,819946
01/03/2007;1406,800049;1438,890015;1363,97998;1420,859985;3205736800;1420,859985
02/04/2007;1420,829956;1498,02002;1416,369995;1482,369995;3006294500;1482,369995
01/05/2007;1482,369995;1535,560059;1476,699951;1530,619995;3104253600;1530,619995
01/06/2007;1530,619995;1540,560059;1484,180054;1503,349976;3261343300;1503,349976
02/07/2007;1504,660034;1555,900024;1454,25;1455,27002;3564854700;1455,27002
01/08/2007;1455,180054;1503,890015;1370,599976;1473,98999;4091885600;1473,98999
04/09/2007;1473,959961;1538,73999;1439,290039;1526,75;3196581500;1526,75
01/10/2007;1527,290039;1576,089966;1489,560059;1549,380005;3477202100;1549,380005
01/11/2007;1545,790039;1545,790039;1406,099976;1481,140015;4317578500;1481,140015
03/12/2007;1479,630005;1523,569946;1435,650024;1468,359985;3363127500;1468,359985
02/01/2008;1467,969971;1471,77002;1270,050049;1378,550049;4925982300;1378,550049
01/02/2008;1378,599976;1396,02002;1316,75;1330,630005;4148143000;1330,630005
03/03/2008;1330,449951;1359,680054;1256,97998;1322,699951;4868908000;1322,699951
01/04/2008;1326,410034;1404,569946;1324,349976;1385,589966;4113069000;1385,589966
01/05/2008;1385,969971;1440,23999;1373,069946;1400,380005;4039814700;1400,380005
02/06/2008;1399,619995;1404,050049;1272;1280;4840303300;1280
01/07/2008;1276,689941;1292,170044;1200,439941;1267,380005;5923937200;1267,380005
01/08/2008;1269,420044;1313,150024;1247,449951;1282,829956;4264482300;1282,829956
02/09/2008;1287,829956;1303,040039;1106,420044;1166,359985;6902142800;1166,359985
01/10/2008;1164,170044;1167,030029;839,799988;968,75;7226842600;968,75
03/11/2008;968,669983;1007,51001;741,02002;896,23999;6231635200;896,23999
01/12/2008;888,609985;918,849976;815,690002;903,25;5320791300;903,25
02/01/2009;902,98999;943,849976;804,299988;825,880005;5872061000;825,880005
02/02/2009;823,090027;875,01001;734,52002;735,090027;7022036200;735,090027
02/03/2009;729,570007;832,97998;666,789978;797,869995;7633306300;797,869995
01/04/2009;793,590027;888,700012;783,320007;872,809998;6938945600;872,809998
01/05/2009;872,73999;930,169983;866,099976;919,140015;6883268000;919,140015
01/06/2009;923,26001;956,22998;888,859985;919,320007;5330941800;919,320007
01/07/2009;920,820007;996,679993;869,320007;987,47998;5080675400;987,47998
03/08/2009;990,219971;1039,469971;978,51001;1020,619995;5764944200;1020,619995
01/09/2009;1019,52002;1080,150024;991,969971;1057,079956;5633064200;1057,079956
01/10/2009;1054,910034;1101,359985;1019,950012;1036,189941;5451064000;1036,189941
02/11/2009;1036,180054;1113,689941;1029,380005;1095,630005;4443852500;1095,630005
01/12/2009;1098,890015;1130,380005;1085,890015;1115,099976;4163287200;1115,099976
04/01/2010;1116,560059;1150,449951;1071,589966;1073,869995;5071601500;1073,869995
01/02/2010;1073,890015;1112,420044;1044,5;1104,48999;4658238400;1104,48999
01/03/2010;1105,359985;1180,689941;1105,359985;1169,430054;4702951700;1169,430054
01/04/2010;1171,22998;1219,800049;1170,689941;1186,689941;5847150900;1186,689941
03/05/2010;1188,579956;1205,130005;1040,780029;1089,410034;6626699400;1089,410034
01/06/2010;1087,300049;1131,22998;1028,329956;1030,709961;5235174000;1030,709961
01/07/2010;1031,099976;1120,949951;1010,909973;1101,599976;4704026600;1101,599976
02/08/2010;1107,530029;1129,23999;1039,699951;1049,329956;4080773600;1049,329956
01/09/2010;1049,719971;1157,160034;1049,719971;1141,199951;3993981400;1141,199951
01/10/2010;1143,48999;1196,140015;1131,869995;1183,26001;4432102300;1183,26001
01/11/2010;1185,709961;1227,079956;1173;1180,550049;4354084200;1180,550049
01/12/2010;1186,599976;1262,599976;1186,599976;1257,640015;3762922700;1257,640015
03/01/2011;1257,619995;1302,670044;1257,619995;1286,119995;4816605000;1286,119995
01/02/2011;1289,140015;1344,069946;1289,140015;1327,219971;3182974200;1327,219971
01/03/2011;1328,640015;1332,280029;1249,050049;1325,829956;4046691700;1325,829956
01/04/2011;1329,47998;1364,560059;1294,699951;1363,609985;4042194000;1363,609985
02/05/2011;1365,209961;1370,579956;1311,800049;1345,199951;4114534200;1345,199951
01/06/2011;1345,199951;1345,199951;1258,069946;1320,640015;4105601300;1320,640015
01/07/2011;1320,640015;1356,47998;1282,859985;1292,280029;4308168000;1292,280029
01/08/2011;1292,589966;1307,380005;1101,540039;1218,890015;4942913400;1218,890015
01/09/2011;1219,119995;1229,290039;1114,219971;1131,420044;5104933800;1131,420044
03/10/2011;1131,209961;1292,660034;1074,77002;1253,300049;4874946600;1253,300049
01/11/2011;1251;1277,550049;1158,660034;1246,959961;4289379000;1246,959961
01/12/2011;1246,910034;1269,369995;1202,369995;1257,599976;3667346600;1257,599976
03/01/2012;1258,859985;1333,469971;1258,859985;1312,410034;4190155500;1312,410034
01/02/2012;1312,449951;1378,040039;1312,449951;1365,680054;4143404000;1365,680054
01/03/2012;1365,900024;1419,150024;1340,030029;1408,469971;3980752200;1408,469971
02/04/2012;1408,469971;1422,380005;1357,380005;1397,910034;3916786000;1397,910034
01/05/2012;1397,859985;1415,319946;1291,97998;1310,329956;4158095900;1310,329956
01/06/2012;1309,869995;1363,459961;1266,73999;1362,160034;4103472300;1362,160034
02/07/2012;1362,329956;1391,73999;1325,410034;1379,319946;3663113300;1379,319946
01/08/2012;1379,319946;1426,680054;1354,650024;1406,579956;3183567800;1406,579956
04/09/2012;1406,540039;1474,51001;1396,560059;1440,670044;3857553100;1440,670044
01/10/2012;1440,900024;1470,959961;1403,280029;1412,160034;3587115700;1412,160034
01/11/2012;1412,199951;1434,27002;1343,349976;1416,180054;3593110000;1416,180054
03/12/2012;1416,339966;1448;1398,109985;1426,189941;3479625500;1426,189941
02/01/2013;1426,189941;1509,939941;1426,189941;1498,109985;3802304200;1498,109985
01/02/2013;1498,109985;1530,939941;1485,01001;1514,680054;3851884200;1514,680054
01/03/2013;1514,680054;1570,280029;1501,47998;1569,189941;3591577500;1569,189941
01/04/2013;1569,180054;1597,569946;1536,030029;1597,569946;3674685000;1597,569946
01/05/2013;1597,550049;1687,180054;1581,280029;1630,73999;3661220400;1630,73999
03/06/2013;1631,709961;1654,189941;1560,329956;1606,280029;3996199000;1606,280029
01/07/2013;1609,780029;1698,780029;1604,569946;1685,72998;3270645900;1685,72998
01/08/2013;1689,420044;1709,670044;1627,469971;1632,969971;3069868600;1632,969971
